State,Denominator,Prevalence,Lower CI,Upper CI,Year,Source,Source_Full1,State_Full1,State_Full2,Numerator_ASD,Numerator_NonASD,Proportion,95_Z_CI,Z_Lower CI,Z_Upper CI,Z_Lower CI_ABSerror,Z_Upper CI_ABSerror,Chi_Wilson_P,95_Chi_Wilson_CI,Chi_Wilson_Lower CI,Chi_Wilson_Upper CI,Chi_Wilson_Lower CI_ABSerror,Chi_Wilson_Upper CI_ABSerror,Chi_Wilson_Corrected_w_minus CI,Chi_Wilson_Corrected_w_plus CI,Chi_Wilson_Corrected_Lower CI,Chi_Wilson_Corrected_Upper CI,Chi_Wilson_Corrected_Lower CI_ABSerror,Chi_Wilson_Corrected_Upper CI_ABSerror,Male Prevalence,Male Lower CI,Male Upper CI,Female Prevalence,Female Lower CI,Female Upper CI,Non-hispanic white Prevalence,Non-hispanic white Lower CI,Non-hispanic white Upper CI,Non-hispanic black Prevalence,Non-hispanic black Lower CI,Non-hispanic black Upper CI,Hispanic Prevalence,Hispanic Lower CI,Hispanic Upper CI,Asian or Pacific Islander Prevalence,Asian or Pacific Islander Lower CI,Asian or Pacific Islander Upper CI
AR,414546,2.4,2.3,2.6,2003,sped,Special Education Child Count,Arkansas,AR-Arkansas,995,413551,0.002400216,0.000148958,2.251257714,2.549174566,0.048742286,0.050825434,0.002404827,0.000149029,2.2557981,2.553856275,0.0442019,0.046143725,0.002254629,0.0025551,2.254629296,2.555099716,0.045370704,0.044900284,,,,,,,,,,,,,,,,,,
CA,5784387,3.1,3.1,3.2,2003,sped,Special Education Child Count,California,CA-California,17932,5766455,0.003100069,4.53034E-05,3.054765793,3.145372614,0.045234207,0.054627386,0.003100399,4.53046E-05,3.055094601,3.145703796,0.044905399,0.054296204,0.003055009,0.003145791,3.055008791,3.145790865,0.044991209,0.054209135,,,,,,,,,,,,,,,,,,
CO,681787,1.2,1.1,1.3,2003,sped,Special Education Child Count,Colorado,CO-Colorado,818,680969,0.001199788,8.21704E-05,1.117617815,1.281958592,0.017617815,0.018041408,0.001202599,8.22182E-05,1.120380422,1.284816831,0.020380422,0.015183169,0.001119672,0.001285575,1.119672131,1.285575258,0.019672131,0.014424742,,,,,,,,,,,,,,,,,,
CT,523070,3.7,3.5,3.8,2003,sped,Special Education Child Count,Connecticut,CT-Connecticut,1935,521135,0.003699314,0.000164522,3.534791668,3.863835667,0.034791668,0.063835667,0.003702959,0.000164562,3.53839674,3.867520268,0.03839674,0.067520268,0.003537462,0.003868497,3.537462025,3.868497326,0.037462025,0.068497326,,,,,,,,,,,,,,,,,,
DE,109122,3.1,2.8,3.5,2003,sped,Special Education Child Count,Delaware,DE-Delaware,338,108784,0.003097451,0.000329701,2.767749398,3.427151722,0.032250602,0.072848278,0.003114943,0.000330159,2.784783521,3.445101626,0.015216479,0.054898374,0.002780444,0.003449926,2.780444495,3.449926152,0.019555505,0.050073848,,,,,,,,,,,,,,,,,,
DC,62534,3,2.6,3.4,2003,sped,Special Education Child Count,District of Columbia,DC-District of Columbia,188,62346,0.003006365,0.000429099,2.577266035,3.435463041,0.022733965,0.035463041,0.003036893,0.00043017,2.606722978,3.467062908,0.006722978,0.067062908,0.002599296,0.003475625,2.599295601,3.475625091,0.000704399,0.075625091,,,,,,,,,,,,,,,,,,
FL,2346054,2.4,2.3,2.4,2003,sped,Special Education Child Count,Florida,FL-Florida,5631,2340423,0.002400201,6.26154E-05,2.337585126,2.462815888,0.037585126,0.062815888,0.002401015,6.26206E-05,2.338394651,2.463635912,0.038394651,0.063635912,0.002338184,0.002463852,2.338184301,2.463851809,0.038184301,0.063851809,,,,,,,,,,,,,,,,,,
GA,1367276,2.8,2.7,2.9,2003,sped,Special Education Child Count,Georgia,GA-Georgia,3828,1363448,0.002799727,8.85664E-05,2.711160927,2.888293755,0.011160927,0.011706245,0.002801124,8.85773E-05,2.712546952,2.889701562,0.012546952,0.010298438,0.002712187,0.002890073,2.712187029,2.890073018,0.012187029,0.009926982,,,,,,,,,,,,,,,,,,
HI,168579,3.5,3.3,3.8,2003,sped,Special Education Child Count,Hawaii,HI-Hawaii,590,167989,0.003499843,0.000281909,3.217933565,3.781752043,0.082066435,0.018247957,0.003511156,0.000282133,3.229023481,3.793289399,0.070976519,0.006710601,0.003226177,0.003796374,3.226176539,3.796374208,0.073823461,0.003625792,,,,,,,,,,,,,,,,,,
ID,230858,2.3,2.1,2.5,2003,sped,Special Education Child Count,Idaho,ID-Idaho,531,230327,0.002300115,0.000195412,2.104703603,2.495526842,0.004703603,0.004473158,0.002308397,0.000195585,2.112811369,2.503982174,0.012811369,0.003982174,0.002110737,0.00250624,2.110737298,2.506239654,0.010737298,0.006239654,,,,,,,,,,,,,,,,,,
IL,1883049,3,2.9,3.1,2003,sped,Special Education Child Count,Illinois,IL-Illinois,5649,1877400,0.002999922,7.81124E-05,2.921809558,3.078034312,0.021809558,0.021965688,0.003000936,7.81189E-05,2.922816946,3.079054701,0.022816946,0.020945299,0.002922555,0.003079324,2.922554866,3.079323673,0.022554866,0.020676327,,,,,,,,,,,,,,,,,,
IN,931573,4.8,4.7,5,2003,sped,Special Education Child Count,Indiana,IN-Indiana,4472,927101,0.004800483,0.000140358,4.660124624,4.940840625,0.039875376,0.059159375,0.004802525,0.000140373,4.662152069,4.942897199,0.037847931,0.057102801,0.004661623,0.004943442,4.661623153,4.943441731,0.038376847,0.056558269,,,,,,,,,,,,,,,,,,
IA,435394,2.6,2.5,2.8,2003,sped,Special Education Child Count,Iowa,IA-Iowa,1132,434262,0.002599944,0.00015126,2.448684146,2.751203772,0.051315854,0.048796228,0.002604332,0.000151323,2.453009661,2.755655249,0.046990339,0.044344751,0.002451895,0.002756837,2.451894594,2.756836924,0.048105406,0.043163076,,,,,,,,,,,,,,,,,,
KS,419497,2.3,2.1,2.4,2003,sped,Special Education Child Count,Kansas,KS-Kansas,965,418532,0.002300374,0.000144972,2.155402466,2.445345573,0.055402466,0.045345573,0.002304932,0.000145043,2.15988905,2.449974072,0.05988905,0.049974072,0.002158735,0.002451203,2.158734614,2.451203412,0.058734614,0.051203412,,,,,,,,,,,,,,,,,,
KY,577827,2.2,2.1,2.4,2003,sped,Special Education Child Count,Kentucky,KY-Kentucky,1271,576556,0.00219962,0.000120794,2.078826439,2.320414164,0.021173561,0.079585836,0.00220293,0.000120839,2.082090926,2.323768499,0.017909074,0.076231501,0.002081249,0.002324657,2.081249321,2.3246575,0.018750679,0.0753425,,,,,,,,,,,,,,,,,,
LA,647893,2.3,2.2,2.4,2003,sped,Special Education Child Count,Louisiana,LA-Louisiana,1490,646403,0.002299762,0.000116637,2.183125022,2.4163999,0.016874978,0.0163999,0.002302713,0.000116674,2.186038969,2.419387802,0.013961031,0.019387802,0.002185287,0.002420179,2.185286762,2.420179047,0.014713238,0.020179047,,,,,,,,,,,,,,,,,,
ME,186248,4.2,3.9,4.5,2003,sped,Special Education Child Count,Maine,ME-Maine,782,185466,0.004198703,0.000293661,3.905041859,4.492363751,0.005041859,0.007636249,0.004208929,0.000293836,3.915092835,4.502764656,0.015092835,0.002764656,0.003912502,0.004505543,3.912501739,4.505542604,0.012501739,0.005542604,,,,,,,,,,,,,,,,,,
MD,787162,4.2,4.1,4.4,2003,sped,Special Education Child Count,Maryland,MD-Maryland,3306,783856,0.004199898,0.000142864,4.057034298,4.342761424,0.042965702,0.057238576,0.004202317,0.000142884,4.059433719,4.345201124,0.040566281,0.054798876,0.004058809,0.004345847,4.058809286,4.34584707,0.041190714,0.05415293,,,,,,,,,,,,,,,,,,
MA,888222,4.2,4.1,4.4,2003,sped,Special Education Child Count,Massachusetts,MA-Massachusetts,3731,884491,0.004200526,0.000134501,4.066025562,4.335027328,0.033974438,0.064972672,0.004202671,0.000134518,4.068153028,4.337188395,0.031846972,0.062811605,0.004067599,0.00433776,4.067599082,4.337760288,0.032400918,0.062239712,,,,,,,,,,,,,,,,,,
MI,1560463,3.7,3.6,3.8,2003,sped,Special Education Child Count,Michigan,MI-Michigan,5774,1554689,0.003700184,9.52638E-05,3.604920027,3.795447684,0.004920027,0.004552316,0.003701406,9.52715E-05,3.60613407,3.796677161,0.00613407,0.003322839,0.003605818,0.003797002,3.605817762,3.797001686,0.005817762,0.002998314,,,,,,,,,,,,,,,,,,
MN,772648,6.2,6,6.4,2003,sped,Special Education Child Count,Minnesota,MN-Minnesota,4790,767858,0.00619946,0.000175018,6.024441094,6.374477948,0.024441094,0.025522052,0.006201915,0.000175035,6.02687938,6.376949802,0.02687938,0.023050198,0.006026241,0.006377606,6.026241335,6.377606,0.026241335,0.022394,,,,,,,,,,,,,,,,,,
MS,439395,1.3,1.2,1.4,2003,sped,Special Education Child Count,Mississippi,MS-Mississippi,571,438824,0.001299514,0.000106519,1.192994716,1.406033493,0.007005284,0.006033493,0.001303874,0.000106608,1.197265897,1.410482123,0.002734103,0.010482123,0.001196175,0.001411667,1.196174526,1.411666568,0.003825474,0.011666568,,,,,,,,,,,,,,,,,,
MO,827353,3.1,2.9,3.2,2003,sped,Special Education Child Count,Missouri,MO-Missouri,2565,824788,0.003100249,0.000119792,2.980456939,3.220040309,0.080456939,0.020040309,0.003102556,0.000119814,2.982742132,3.222369376,0.082742132,0.022369376,0.002982149,0.003222985,2.982149436,3.222985347,0.082149436,0.022985347,,,,,,,,,,,,,,,,,,
MT,137195,1.7,1.5,2,2003,sped,Special Education Child Count,Montana,MT-Montana,233,136962,0.001698313,0.000217881,1.480431967,1.916193275,0.019568033,0.083806725,0.001712265,0.000218324,1.493940808,1.930588538,0.006059192,0.069411462,0.001490529,0.001934466,1.490529481,1.934465652,0.009470519,0.065534348,,,,,,,,,,,,,,,,,,
NE,258903,2,1.9,2.2,2003,sped,Special Education Child Count,Nebraska,NE-Nebraska,518,258385,0.002000749,0.000172124,1.828625488,2.172873143,0.071374512,0.027126857,0.002008138,0.000172281,1.835857167,2.180419317,0.064142833,0.019580683,0.001834009,0.002182433,1.834008817,2.18243332,0.065991183,0.01756668,,,,,,,,,,,,,,,,,,
NV,353437,2.4,2.3,2.6,2003,sped,Special Education Child Count,Nevada,NV-Nevada,848,352589,0.002399296,0.000161292,2.238004222,2.560587889,0.061995778,0.039412111,0.002404704,0.000161382,2.243322746,2.566085956,0.056677254,0.033914044,0.002241955,0.002567548,2.241955498,2.567548022,0.058044502,0.032451978,,,,,,,,,,,,,,,,,,
NH,194656,2.9,2.6,3.1,2003,sped,Special Education Child Count,New Hampshire,NH-New Hampshire,565,194091,0.002902556,0.000238986,2.663569831,3.141542778,0.063569831,0.041542778,0.002912366,0.000239185,2.673180763,3.151551499,0.073180763,0.051551499,0.002670718,0.003154225,2.67071755,3.154225406,0.07071755,0.054225406,,,,,,,,,,,,,,,,,,
NJ,1194379,3.9,3.8,4,2003,sped,Special Education Child Count,New Jersey,NJ-New Jersey,4658,1189721,0.003899935,0.000111778,3.788156398,4.011712822,0.011843602,0.011712822,0.00390153,0.000111789,3.789740783,4.013319623,0.010259217,0.013319623,0.003789328,0.004013744,3.789328132,4.013744224,0.010671868,0.013744224,,,,,,,,,,,,,,,,,,
NM,295454,1.1,1,1.2,2003,sped,Special Education Child Count,New Mexico,NM-New Mexico,325,295129,0.001100002,0.000119526,0.980476439,1.219527623,0.019523561,0.019527623,0.001106489,0.000119701,0.98678789,1.226189283,0.01321211,0.026189283,0.000985187,0.001227973,0.985187341,1.227973242,0.014812659,0.027973242,,,,,,,,,,,,,,,,,,
NY,2502148,3.6,3.5,3.6,2003,sped,Special Education Child Count,New York,NY-New York,9008,2493140,0.003600107,7.42106E-05,3.525896158,3.674317419,0.025896158,0.074317419,0.003600869,7.42145E-05,3.526654405,3.675083379,0.026654405,0.075083379,0.003526457,0.003675285,3.52645663,3.675285259,0.02645663,0.075285259,,,,,,,,,,,,,,,,,,
NC,1239187,3.1,3,3.2,2003,sped,Special Education Child Count,North Carolina,NC-North Carolina,3841,1235346,0.003099613,9.78722E-05,3.001740708,3.197485075,0.001740708,0.002514925,0.003101153,9.78842E-05,3.003269116,3.199037422,0.003269116,0.000962578,0.003002872,0.003199447,3.002871977,3.199447261,0.002871977,0.000552739,,,,,,,,,,,,,,,,,,
ND,94590,2.1,1.8,2.4,2003,sped,Special Education Child Count,North Dakota,ND-North Dakota,199,94391,0.002103816,0.000291993,1.81182371,2.395809232,0.01182371,0.004190768,0.002124036,0.000292686,1.83134997,2.41672213,0.03134997,0.01672213,0.00182643,0.002422373,1.826429599,2.422372812,0.026429599,0.022372812,,,,,,,,,,,,,,,,,,
OH,1685241,2.9,2.8,3,2003,sped,Special Education Child Count,Ohio,OH-Ohio,4887,1680354,0.002899882,8.11852E-05,2.81869682,2.981067131,0.01869682,0.018932869,0.002901015,8.1193E-05,2.819822128,2.982208069,0.019822128,0.017791931,0.00281953,0.002982509,2.819529576,2.982508902,0.019529576,0.017491098,,,,,,,,,,,,,,,,,,
OK,545292,1.7,1.6,1.8,2003,sped,Special Education Child Count,Oklahoma,OK-Oklahoma,927,544365,0.001700007,0.000109343,1.59066401,1.809349194,0.00933599,0.009349194,0.001703517,0.000109399,1.594118446,1.81291553,0.005881554,0.01291553,0.001593231,0.001813862,1.593230939,1.813861882,0.006769061,0.013861882,,,,,,,,,,,,,,,,,,
OR,509235,6.9,6.7,7.2,2003,sped,Special Education Child Count,Oregon,OR-Oregon,3514,505721,0.006900547,0.000227367,6.673180075,7.127913723,0.026819925,0.072086277,0.006904267,0.000227396,6.676870218,7.131663001,0.023129782,0.068336999,0.006675904,0.007132661,6.675904422,7.132660919,0.024095578,0.067339081,,,,,,,,,,,,,,,,,,
PA,1693953,3.3,3.2,3.4,2003,sped,Special Education Child Count,Pennsylvania,PA-Pennsylvania,5590,1688363,0.003299973,8.63644E-05,3.213609071,3.386337916,0.013609071,0.013662084,0.0033011,8.63717E-05,3.214728212,3.387471552,0.014728212,0.012528448,0.003214437,0.003387771,3.214436895,3.387770568,0.014436895,0.012229432,,,,,,,,,,,,,,,,,,
RI,147200,3.7,3.4,4,2003,sped,Special Education Child Count,Rhode Island,RI-Rhode Island,545,146655,0.003702446,0.000310265,3.392180454,4.01271085,0.007819546,0.01271085,0.003715397,0.000310531,3.404865772,4.025928479,0.004865772,0.025928479,0.003401611,0.004029467,3.40161082,4.029466763,0.00161082,0.029466763,,,,,,,,,,,,,,,,,,
SC,628106,1.9,1.8,2,2003,sped,Special Education Child Count,South Carolina,SC-South Carolina,1193,626913,0.001899361,0.000107677,1.791684037,2.007037834,0.008315963,0.007037834,0.001902407,0.00010772,1.794687618,2.010126924,0.005312382,0.010126924,0.001793914,0.002010945,1.793914093,2.010945473,0.006085907,0.010945473,,,,,,,,,,,,,,,,,,
SD,114204,2.6,2.3,2.9,2003,sped,Special Education Child Count,South Dakota,SD-South Dakota,297,113907,0.002600609,0.000295379,2.305230481,2.895988391,0.005230481,0.004011609,0.00261734,0.000295847,2.321492381,2.913187227,0.021492381,0.013187227,0.002317362,0.002917813,2.317362081,2.917812683,0.017362081,0.017812683,,,,,,,,,,,,,,,,,,
TN,834500,1.9,1.8,1.9,2003,sped,Special Education Child Count,Tennessee,TN-Tennessee,1586,832914,0.001900539,9.34459E-05,1.807093345,1.993985145,0.007093345,0.093985145,0.001902832,9.34738E-05,1.809358327,1.99630595,0.009358327,0.09630595,0.001808774,0.00199692,1.808773867,1.996919805,0.008773867,0.096919805,,,,,,,,,,,,,,,,,,
TX,3814099,2.6,2.5,2.6,2003,sped,Special Education Child Count,Texas,TX-Texas,9917,3804182,0.00260009,5.11071E-05,2.548982759,2.651196891,0.048982759,0.051196891,0.002600591,5.11095E-05,2.549481297,2.651700287,0.049481297,0.051700287,0.002549351,0.002651833,2.549351489,2.651832665,0.049351489,0.051832665,,,,,,,,,,,,,,,,,,
UT,435939,2.2,2.1,2.4,2003,sped,Special Education Child Count,Utah,UT-Utah,959,434980,0.002199849,0.000139076,2.060772657,2.338925466,0.039227343,0.061074534,0.002204236,0.000139145,2.065090646,2.343380548,0.034909354,0.056619452,0.00206398,0.002344564,2.063979868,2.34456364,0.036020132,0.05543636,,,,,,,,,,,,,,,,,,
VT,89718,2.8,2.5,3.2,2003,sped,Special Education Child Count,Vermont,VT-Vermont,251,89467,0.002797655,0.000345619,2.452036348,3.1432734,0.047963652,0.0567266,0.002818943,0.000346266,2.472676578,3.165208808,0.027323422,0.034791192,0.002467447,0.003171124,2.467446575,3.171124021,0.032553425,0.028875979,,,,,,,,,,,,,,,,,,
VA,1088822,3,2.9,3.2,2003,sped,Special Education Child Count,Virginia,VA-Virginia,3266,1085556,0.002999572,0.000102718,2.896853917,3.102290112,0.003146083,0.097709888,0.003001325,0.000102733,2.898592588,3.10405835,0.001407412,0.09594165,0.002898141,0.003104525,2.898141216,3.104525398,0.001858784,0.095474602,,,,,,,,,,,,,,,,,,
WA,939334,2.8,2.7,2.9,2003,sped,Special Education Child Count,Washington,WA-Washington,2630,936704,0.002799856,0.000106856,2.693000517,2.90671162,0.006999483,0.00671162,0.002801889,0.000106875,2.695014711,2.908764064,0.004985289,0.008764064,0.002694493,0.002909306,2.694492548,2.909306481,0.005507452,0.009306481,,,,,,,,,,,,,,,,,,
WV,252349,1.9,1.7,2.1,2003,sped,Special Education Child Count,West Virginia,WV-West Virginia,479,251870,0.001898165,0.000169825,1.728339818,2.067989868,0.028339818,0.032010132,0.001905747,0.000169993,1.735754314,2.075740153,0.035754314,0.024259847,0.001733861,0.00207781,1.733861361,2.077809859,0.033861361,0.022190141,,,,,,,,,,,,,,,,,,
WI,793991,3.9,3.8,4,2003,sped,Special Education Child Count,Wisconsin,WI-Wisconsin,3097,790894,0.003900548,0.000137105,3.763442621,4.037653361,0.036557379,0.037653361,0.003902948,0.000137126,3.765822144,4.040074236,0.034177856,0.040074236,0.003765203,0.004040715,3.76520344,4.040714985,0.03479656,0.040714985,,,,,,,,,,,,,,,,,,
WY,79054,1.9,1.6,2.2,2003,sped,Special Education Child Count,Wyoming,WY-Wyoming,150,78904,0.001897437,0.000303359,1.594077795,2.200796595,0.005922205,0.000796595,0.00192164,0.000304316,1.617324218,2.225956262,0.017324218,0.025956262,0.001611503,0.002232783,1.611503157,2.232783329,0.011503157,0.032783329,,,,,,,,,,,,,,,,,,
AL,671182,2.2,2.1,2.3,2004,sped,Special Education Child Count,Alabama,AL-Alabama,1477,669705,0.002200595,0.000112104,2.088491742,2.312698993,0.011508258,0.012698993,0.002203444,0.00011214,2.091304964,2.315583972,0.008695036,0.015583972,0.002090579,0.002316348,2.090578943,2.316347847,0.009421057,0.016347847,,,,,,,,,,,,,,,,,,
AK,121340,2.8,2.5,3.1,2004,sped,Special Education Child Count,Alaska,AK-Alaska,340,121000,0.002802044,0.000297423,2.50462105,3.099466638,0.00462105,0.000533362,0.002817784,0.000297834,2.519949657,3.115618252,0.019949657,0.015618252,0.002516047,0.003119956,2.516046978,3.119956457,0.016046978,0.019956457,,,,,,,,,,,,,,,,,,
AZ,948234,2.6,2.5,2.7,2004,sped,Special Education Child Count,Arizona,AZ-Arizona,2465,945769,0.002599569,0.000102489,2.497080647,2.702057962,0.002919353,0.002057962,0.002601584,0.000102508,2.499076094,2.704092608,0.000923906,0.004092608,0.002498559,0.00270463,2.498559166,2.704630267,0.001440834,0.004630267,,,,,,,,,,,,,,,,,,
AR,417497,2.8,2.6,2.9,2004,sped,Special Education Child Count,Arkansas,AR-Arkansas,1169,416328,0.00280002,0.000160285,2.639735033,2.960305207,0.039735033,0.060305207,0.002804595,0.00016035,2.644245275,2.964944519,0.044245275,0.064944519,0.002643082,0.002966176,2.643081843,2.966176286,0.043081843,0.066176286,,,,,,,,,,,,,,,,,,
CA,5812940,3.7,3.7,3.8,2004,sped,Special Education Child Count,California,CA-California,21508,5791432,0.003700021,4.93568E-05,3.65066415,3.749377825,0.04933585,0.050622175,0.003700349,4.93579E-05,3.650991054,3.749706876,0.049008946,0.050293124,0.003650906,0.003749793,3.650905611,3.749793463,0.049094389,0.050206537,,,,,,,,,,,,,,,,,,
CO,687752,1.5,1.4,1.6,2004,sped,Special Education Child Count,Colorado,CO-Colorado,1032,686720,0.001500541,9.14808E-05,1.409060084,1.592021701,0.009060084,0.007978299,0.001503325,9.15229E-05,1.411802344,1.594848177,0.011802344,0.005151823,0.001411097,0.001595597,1.411097461,1.595597294,0.011097461,0.004402706,,,,,,,,,,,,,,,,,,
CT,523056,4.3,4.1,4.5,2004,sped,Special Education Child Count,Connecticut,CT-Connecticut,2249,520807,0.004299731,0.00017732,4.122410315,4.477051311,0.022410315,0.022948689,0.004303371,0.000177357,4.126014123,4.480728552,0.026014123,0.019271448,0.004125078,0.004481704,4.125077832,4.481704086,0.025077832,0.018295914,,,,,,,,,,,,,,,,,,
DE,110142,3.5,3.2,3.9,2004,sped,Special Education Child Count,Delaware,DE-Delaware,385,109757,0.003495488,0.00034855,3.146937607,3.84403768,0.053062393,0.05596232,0.003512804,0.000348974,3.163829953,3.861777629,0.036170047,0.038222371,0.003159516,0.003866542,3.159515838,3.866542239,0.040484162,0.033457761,,,,,,,,,,,,,,,,,,
FL,2394178,2.7,2.6,2.8,2004,sped,Special Education Child Count,Florida,FL-Florida,6464,2387714,0.002699883,6.57287E-05,2.634154066,2.765611533,0.034154066,0.034388467,0.002700681,6.57335E-05,2.634947192,2.76641424,0.034947192,0.03358576,0.002634741,0.002766626,2.634740888,2.766625614,0.034740888,0.033374386,,,,,,,,,,,,,,,,,,
GA,1393151,3.2,3.1,3.3,2004,sped,Special Education Child Count,Georgia,GA-Georgia,4458,1388693,0.00319994,9.3783E-05,3.106157314,3.293723244,0.006157314,0.006276756,0.00320131,9.37928E-05,3.107517306,3.295102986,0.007517306,0.004897014,0.003107164,0.003295467,3.107163651,3.295467126,0.007163651,0.004532874,,,,,,,,,,,,,,,,,,
HI,168103,4.1,3.8,4.4,2004,sped,Special Education Child Count,Hawaii,HI-Hawaii,689,167414,0.004098678,0.000305415,3.793262576,4.404092617,0.006737424,0.004092617,0.00411001,0.000305622,3.804387893,4.415631273,0.004387893,0.015631273,0.003801524,0.004418716,3.801523897,4.418715834,0.001523897,0.018715834,,,,,,,,,,,,,,,,,,
ID,233896,2.8,2.6,3,2004,sped,Special Education Child Count,Idaho,ID-Idaho,655,233241,0.00280039,0.000214159,2.586230588,3.014549245,0.013769412,0.014549245,0.002808556,0.000214313,2.594242492,3.022868877,0.005757508,0.022868877,0.002592186,0.003025088,2.59218629,3.025087978,0.00781371,0.025087978,,,,,,,,,,,,,,,,,,
IL,1882484,3.5,3.4,3.6,2004,sped,Special Education Child Count,Illinois,IL-Illinois,6589,1875895,0.003500163,8.43656E-05,3.415796996,3.584528106,0.015796996,0.015471894,0.003501176,8.43716E-05,3.416804171,3.585547275,0.016804171,0.014452725,0.003416542,0.003585816,3.416541754,3.585816071,0.016541754,0.014183929,,,,,,,,,,,,,,,,,,
IN,940239,5.6,5.5,5.8,2004,sped,Special Education Child Count,Indiana,IN-Indiana,5265,934974,0.00559964,0.000150831,5.448809424,5.750470759,0.051190576,0.049529241,0.00560166,0.000150844,5.45081613,5.7525039,0.04918387,0.0474961,0.005450291,0.005753043,5.450291474,5.753042798,0.049708526,0.046957202,,,,,,,,,,,,,,,,,,
IA,435498,2.6,2.5,2.8,2004,sped,Special Education Child Count,Iowa,IA-Iowa,1132,434366,0.002599323,0.000151224,2.448099336,2.750546812,0.051900664,0.049453188,0.002603711,0.000151287,2.452423823,2.754997232,0.047576177,0.045002768,0.002451309,0.002756179,2.451309022,2.756178625,0.048690978,0.043821375,,,,,,,,,,,,,,,,,,
KS,417673,2.6,2.4,2.8,2004,sped,Special Education Child Count,Kansas,KS-Kansas,1086,416587,0.00260012,0.000154441,2.445679669,2.754560711,0.045679669,0.045439289,0.002604695,0.000154508,2.450187328,2.759202427,0.050187328,0.040797573,0.002449026,0.002760435,2.449025678,2.760434965,0.049025678,0.039565035,,,,,,,,,,,,,,,,,,
