"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor"
"SD",112368,3.1,2.8,3.4,2004,"sped","Special Education Child Count","South Dakota","SD-South Dakota",348,112020,0.003096967,2.784419616,3.443952775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"TN",843716,2.3,2.2,2.4,2004,"sped","Special Education Child Count","Tennessee","TN-Tennessee",1941,841775,0.002300537,2.199972092,2.405660524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"TX",3866616,3,3,3.1,2004,"sped","Special Education Child Count","Texas","TX-Texas",11600,3855016,0.003000039,2.945890539,3.055177957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"UT",453483,2.7,2.5,2.8,2004,"sped","Special Education Child Count","Utah","UT-Utah",1224,452259,0.002699109,2.551186726,2.855517771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"VT",88167,3,2.7,3.4,2004,"sped","Special Education Child Count","Vermont","VT-Vermont",265,87902,0.00300566,2.660005102,3.39529923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"VA",1099140,3.6,3.5,3.7,2004,"sped","Special Education Child Count","Virginia","VA-Virginia",3957,1095183,0.003600087,3.489392877,3.714265691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"WA",936865,3.4,3.3,3.5,2004,"sped","Special Education Child Count","Washington","WA-Washington",3185,933680,0.003399636,3.283265025,3.52009789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"WV",251197,2.2,2.1,2.4,2004,"sped","Special Education Child Count","West Virginia","WV-West Virginia",553,250644,0.002201459,2.023726412,2.394582665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"WI",778589,4.7,4.6,4.9,2004,"sped","Special Education Child Count","Wisconsin","WI-Wisconsin",3659,774930,0.004699527,4.54940545,4.854556613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2004"
"AL",678578,2.6,2.5,2.7,2005,"sped","Special Education Child Count","Alabama","AL-Alabama",1764,676814,0.002599554,2.480464977,2.724308388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"AK",121440,3,2.7,3.4,2005,"sped","Special Education Child Count","Alaska","AK-Alaska",364,121076,0.002997365,2.701324749,3.325267594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"AZ",1000752,3.1,3,3.2,2005,"sped","Special Education Child Count","Arizona","AZ-Arizona",3102,997650,0.003099669,2.992158905,3.211011451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"AR",425018,3.1,3,3.3,2005,"sped","Special Education Child Count","Arkansas","AR-Arkansas",1318,423700,0.003101045,2.93717506,3.273960603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"CA",5801532,4.4,4.3,4.4,2005,"sped","Special Education Child Count","California","CA-California",25527,5776005,0.004400045,4.346428506,4.454318218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"CO",697217,1.8,1.7,1.9,2005,"sped","Special Education Child Count","Colorado","CO-Colorado",1255,695962,0.001800013,1.702526286,1.90303007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"CT",521079,5.1,4.9,5.3,2005,"sped","Special Education Child Count","Connecticut","CT-Connecticut",2658,518421,0.005100954,4.910202761,5.299038255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"DE",111746,3.9,3.6,4.3,2005,"sped","Special Education Child Count","Delaware","DE-Delaware",436,111310,0.003901706,3.548582852,4.289352785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"FL",2424459,3,3,3.1,2005,"sped","Special Education Child Count","Florida","FL-Florida",7273,2417186,0.002999845,2.931584164,3.069684508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"GA",1431431,3.8,3.7,3.9,2005,"sped","Special Education Child Count","Georgia","GA-Georgia",5439,1425992,0.003799694,3.699884033,3.902176749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"HI",166989,4.7,4.4,5,2005,"sped","Special Education Child Count","Hawaii","HI-Hawaii",785,166204,0.004700908,4.38114392,5.043668268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"ID",239211,3.4,3.2,3.6,2005,"sped","Special Education Child Count","Idaho","ID-Idaho",813,238398,0.003398673,3.171270862,3.64216773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"IL",1891388,4,3.9,4.1,2005,"sped","Special Education Child Count","Illinois","IL-Illinois",7566,1883822,0.004000237,3.911021282,4.091473138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"IN",949054,6.5,6.3,6.6,2005,"sped","Special Education Child Count","Indiana","IN-Indiana",6169,942885,0.006500157,6.339945095,6.664376953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"IA",439221,2.6,2.4,2.8,2005,"sped","Special Education Child Count","Iowa","IA-Iowa",1142,438079,0.002600058,2.452637747,2.756244166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"KS",415344,2.9,2.8,3.1,2005,"sped","Special Education Child Count","Kansas","KS-Kansas",1204,414140,0.002898802,2.738663714,3.068203029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"KY",586381,2.9,2.8,3.1,2005,"sped","Special Education Child Count","Kentucky","KY-Kentucky",1701,584680,0.002900844,2.765576073,3.042666005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"LA",578261,2.7,2.6,2.9,2005,"sped","Special Education Child Count","Louisiana","LA-Louisiana",1561,576700,0.002699473,2.568160003,2.837436067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"ME",179838,6.2,5.8,6.6,2005,"sped","Special Education Child Count","Maine","ME-Maine",1115,178723,0.006200024,5.844934764,6.576371104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"MD",778943,5.6,5.4,5.8,2005,"sped","Special Education Child Count","Maryland","MD-Maryland",4362,774581,0.005599896,5.435967953,5.768719845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"MA",879050,5.5,5.3,5.6,2005,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",4835,874215,0.005500256,5.347232198,5.657617537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"MI",1547451,5.1,5,5.2,2005,"sped","Special Education Child Count","Michigan","MI-Michigan",7892,1539559,0.0051,4.988670919,5.213793141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"MN",767680,9.1,8.9,9.3,2005,"sped","Special Education Child Count","Minnesota","MN-Minnesota",6986,760694,0.009100146,8.889524089,9.315695648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"MS",440341,1.6,1.5,1.7,2005,"sped","Special Education Child Count","Mississippi","MS-Mississippi",705,439636,0.001601032,1.486118696,1.724724534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"MO",831636,4.2,4.1,4.4,2005,"sped","Special Education Child Count","Missouri","MO-Missouri",3493,828143,0.004200155,4.062839877,4.342070019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"MT",134039,2.1,1.9,2.4,2005,"sped","Special Education Child Count","Montana","MT-Montana",281,133758,0.002096405,1.861890923,2.359890934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"NE",258295,3.1,2.9,3.3,2005,"sped","Special Education Child Count","Nebraska","NE-Nebraska",801,257494,0.003101105,2.892076256,3.325047653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"NV",378596,3.5,3.3,3.7,2005,"sped","Special Education Child Count","Nevada","NV-Nevada",1325,377271,0.003499773,3.315345835,3.694346033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"NH",192270,3.9,3.6,4.2,2005,"sped","Special Education Child Count","New Hampshire","NH-New Hampshire",750,191520,0.003900765,3.629370732,4.192166502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"NJ",1214239,5.2,5.1,5.3,2005,"sped","Special Education Child Count","New Jersey","NJ-New Jersey",6314,1207925,0.005199965,5.073186464,5.32988388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"NM",295548,1.5,1.4,1.6,2005,"sped","Special Education Child Count","New Mexico","NM-New Mexico",443,295105,0.00149891,1.364152127,1.646784498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"NY",2478126,4.6,4.6,4.7,2005,"sped","Special Education Child Count","New York","NY-New York",11399,2466727,0.004599847,4.516163918,4.685069283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"NC",1289760,4.1,4,4.2,2005,"sped","Special Education Child Count","North Carolina","NC-North Carolina",5288,1284472,0.004099988,3.990793401,4.212146169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"ND",90652,2.9,2.6,3.3,2005,"sped","Special Education Child Count","North Dakota","ND-North Dakota",263,90389,0.002901205,2.566338473,3.278861411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"OH",1674038,4.3,4.2,4.4,2005,"sped","Special Education Child Count","Ohio","OH-Ohio",7198,1666840,0.004299783,4.201500642,4.40034704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"OK",548852,2.4,2.3,2.5,2005,"sped","Special Education Child Count","Oklahoma","OK-Oklahoma",1317,547535,0.002399554,2.272665154,2.533457248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"OR",510269,8.8,8.6,9.1,2005,"sped","Special Education Child Count","Oregon","OR-Oregon",4490,505779,0.00879928,8.5457433,9.060241496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"PA",1690385,4.7,4.6,4.8,2005,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",7945,1682440,0.004700113,4.597833111,4.804649907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"RI",142154,5.4,5.1,5.8,2005,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",768,141386,0.005402592,5.031273807,5.800886388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"SC",627135,2.5,2.4,2.7,2005,"sped","Special Education Child Count","South Carolina","SC-South Carolina",1568,625567,0.002500259,2.378892252,2.627760022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"SD",111325,3.5,3.2,3.9,2005,"sped","Special Education Child Count","South Dakota","SD-South Dakota",390,110935,0.003503256,3.168624982,3.872594075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"TN",852932,2.6,2.5,2.7,2005,"sped","Special Education Child Count","Tennessee","TN-Tennessee",2218,850714,0.002600442,2.494004008,2.711384212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"TX",3967303,3.5,3.4,3.5,2005,"sped","Special Education Child Count","Texas","TX-Texas",13886,3953417,0.003500111,3.442350695,3.558834451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"UT",462190,3.2,3,3.4,2005,"sped","Special Education Child Count","Utah","UT-Utah",1479,460711,0.003199983,3.040182772,3.368095627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"VT",86388,3.1,2.8,3.5,2005,"sped","Special Education Child Count","Vermont","VT-Vermont",268,86120,0.003102283,2.74744427,3.501999265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"VA",1104321,4.3,4.2,4.5,2005,"sped","Special Education Child Count","Virginia","VA-Virginia",4749,1099572,0.00430038,4.179601591,4.424619947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"WA",946606,4,3.9,4.2,2005,"sped","Special Education Child Count","Washington","WA-Washington",3786,942820,0.003999552,3.873884512,4.129262039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"WV",250295,2.6,2.4,2.8,2005,"sped","Special Education Child Count","West Virginia","WV-West Virginia",651,249644,0.002600931,2.406963227,2.810318968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"WI",783574,5.4,5.3,5.6,2005,"sped","Special Education Child Count","Wisconsin","WI-Wisconsin",4231,779343,0.005399618,5.239135219,5.564968666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2005"
"WY",77589,2.9,2.5,3.3,2005,"sped","Special Education Child Count","Wyoming","WY-Wyoming",225,77364,0.002899896,2.539327474,3.310521032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2005"
"AL",681551,3,2.9,3.1,2006,"sped","Special Education Child Count","Alabama","AL-Alabama",2045,679506,0.003000509,2.872712171,3.133940232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"AK",120981,3.5,3.2,3.9,2006,"sped","Special Education Child Count","Alaska","AK-Alaska",423,120558,0.003496417,3.175262409,3.849492037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"AZ",967743,3.9,3.8,4,2006,"sped","Special Education Child Count","Arizona","AZ-Arizona",3774,963969,0.003899796,3.77706432,4.026482012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"AR",426896,3.6,3.4,3.8,2006,"sped","Special Education Child Count","Arkansas","AR-Arkansas",1537,425359,0.003600409,3.424006837,3.785802147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"CA",5824922,5.1,5,5.1,2006,"sped","Special Education Child Count","California","CA-California",29707,5795215,0.005099982,5.042376078,5.158242559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"CO",708550,2.2,2.1,2.3,2006,"sped","Special Education Child Count","Colorado","CO-Colorado",1559,706991,0.002200268,2.093146314,2.312822585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"CT",520689,6,5.8,6.2,2006,"sped","Special Education Child Count","Connecticut","CT-Connecticut",3124,517565,0.005999743,5.792654759,6.214152966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"DE",112988,4.6,4.2,5,2006,"sped","Special Education Child Count","Delaware","DE-Delaware",520,112468,0.004602259,4.219858795,5.01872059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"FL",2423333,3.5,3.4,3.6,2006,"sped","Special Education Child Count","Florida","FL-Florida",8482,2414851,0.003500138,3.42635968,3.575494851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"GA",1459386,4.5,4.4,4.6,2006,"sped","Special Education Child Count","Georgia","GA-Georgia",6567,1452819,0.004499838,4.392207628,4.610084354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"HI",165116,5,4.7,5.3,2006,"sped","Special Education Child Count","Hawaii","HI-Hawaii",826,164290,0.005002544,4.670644679,5.357679392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"ID",243671,3.9,3.7,4.2,2006,"sped","Special Education Child Count","Idaho","ID-Idaho",950,242721,0.003898699,3.656978555,4.156191816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"IL",1895561,4.7,4.6,4.8,2006,"sped","Special Education Child Count","Illinois","IL-Illinois",8909,1886652,0.004699928,4.60330074,4.798567969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"IN",956647,7.3,7.2,7.5,2006,"sped","Special Education Child Count","Indiana","IN-Indiana",6984,949663,0.007300499,7.131357733,7.473608311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"IA",437275,2.3,2.2,2.5,2006,"sped","Special Education Child Count","Iowa","IA-Iowa",1006,436269,0.002300612,2.16180779,2.448230573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"KS",415826,3.4,3.2,3.6,2006,"sped","Special Education Child Count","Kansas","KS-Kansas",1414,414412,0.003400461,3.226880335,3.583278763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"KY",591501,3.3,3.2,3.5,2006,"sped","Special Education Child Count","Kentucky","KY-Kentucky",1952,589549,0.003300079,3.156287591,3.450359135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"LA",598025,3,2.8,3.1,2006,"sped","Special Education Child Count","Louisiana","LA-Louisiana",1794,596231,0.002999875,2.863606172,3.142566501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"ME",177662,7.4,7,7.8,2006,"sped","Special Education Child Count","Maine","ME-Maine",1315,176347,0.007401695,7.010900467,7.813942343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"MD",769833,6.2,6.1,6.4,2006,"sped","Special Education Child Count","Maryland","MD-Maryland",4773,765060,0.006200046,6.026506425,6.378531883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"MA",874637,6.4,6.2,6.5,2006,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",5598,869039,0.00640037,6.234834115,6.570255584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"MI",1528322,5.9,5.8,6,2006,"sped","Special Education Child Count","Michigan","MI-Michigan",9017,1519305,0.005899935,5.779429668,6.022930272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"MN",767534,10.5,10.3,10.7,2006,"sped","Special Education Child Count","Minnesota","MN-Minnesota",8059,759475,0.010499861,10.2736198,10.73101519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","High","2006"
"MS",442463,1.9,1.8,2,2006,"sped","Special Education Child Count","Mississippi","MS-Mississippi",841,441622,0.001900724,1.775545893,2.034626932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"MO",831553,5,4.9,5.2,2006,"sped","Special Education Child Count","Missouri","MO-Missouri",4158,827395,0.005000283,4.850355771,5.154800973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","High","Medium","2006"
"NE",258567,3.8,3.6,4,2006,"sped","Special Education Child Count","Nebraska","NE-Nebraska",983,257584,0.003801723,3.56990251,4.048406308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
"NV",388990,4.1,3.9,4.3,2006,"sped","Special Education Child Count","Nevada","NV-Nevada",1595,387395,0.004100362,3.903131173,4.307450841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPED","SPED Special Education Child Count","Low","Low","2006"
