"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","State_Region","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor","R10_Denominator","RMD_Year","RMD_R10_Denominator"
"MD",430293,5.2,5,5.4,2011,"medi","Medicaid","Maryland","MD-Maryland",2238,428055,0.005201107,4.989419602,5.421677055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2011,5.63376428104397,0.674490759476595,0.143044538917712
"CA",3086090,4.7,4.6,4.8,2010,"medi","Medicaid","California","CA-California",14505,3071585,0.004700122,4.624266615,4.777213388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2010,6.48940858729208,0.505868069607446,1.57313557917838
"SC",611633,1.5,1.4,1.6,2001,"sped","Special Education Child Count","South Carolina","SC-South Carolina",917,610716,0.001499265,1.404589421,1.600255294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2001,5.78649090926361,-1.01173613921489,0.398305961253172
"NM",295454,1.1,1,1.2,2003,"sped","Special Education Child Count","New Mexico","NM-New Mexico",325,295129,0.001100002,0.985187341,1.227973242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2003,5.47048987404548,-0.674490759476595,-0.129846035877646
"KY",582368,2.6,2.4,2.7,2004,"sped","Special Education Child Count","Kentucky","KY-Kentucky",1514,580854,0.002599731,2.471351892,2.734714615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2004,5.76519750331523,-0.505868069607446,0.362716980129757
"KY",1084,23.8,15.1,37.3,2016,"nsch","National Survey of Children's Health","Kentucky","KY-Kentucky",26,1058,0.02398524,16.04432399,35.45515131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.03502928220237,1.51760420882234,-4.20038135747058
"MD",787162,4.2,4.1,4.4,2003,"sped","Special Education Child Count","Maryland","MD-Maryland",3306,783856,0.004199898,4.058809286,4.34584707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2003,5.89606412049868,-0.674490759476595,0.581442419353345
"CA",1595,19.6,11.3,33.7,2012,"nsch","National Survey of Children's Health","California","CA-California",31,1564,0.019435737,13.46584957,27.8200853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","NSCH","NSCH National Survey of Children's Health","High","High",2012,3.2027606873932,0.843113449345744,-3.92004152702685
"GA",1326151,1.8,1.7,1.9,2001,"sped","Special Education Child Count","Georgia","GA-Georgia",2387,1323764,0.001799946,1.72886285,1.87393021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2001,6.12259297711033,-1.01173613921489,0.960054052522893
"TN",575393,5.4,5.2,5.5,2011,"medi","Medicaid","Tennessee","TN-Tennessee",3107,572286,0.005399788,5.212851983,5.593357656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","High","Medium",2011,5.75996457413431,0.674490759476595,0.353970863219611
"MI",1547451,5.1,5,5.2,2005,"sped","Special Education Child Count","Michigan","MI-Michigan",7892,1539559,0.0051,4.988670919,5.213793141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2005,6.18961690598519,-0.337245379738298,1.07207527380267
"AK",59663,4.2,3.7,4.7,2003,"medi","Medicaid","Alaska","AK-Alaska",251,59412,0.004206962,3.71069855,4.768094589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2003,4.77570508695244,-0.674490759476595,-1.29108265216276
"AL",674946,8.6,8.4,8.8,2015,"sped","Special Education Child Count","Alabama","AL-Alabama",5805,669141,0.008600688,8.382441404,8.824547086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","High","Medium",2015,5.82926902788266,1.34898151895319,0.469803666210214
"UT",562702,7.5,7.3,7.7,2013,"sped","Special Education Child Count","Utah","UT-Utah",4220,558482,0.007499529,7.276572264,7.729236723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","High","Medium",2013,5.75027845876057,1.01173613921489,0.337781861890706
"TN",511277,2.4,2.3,2.5,2006,"medi","Medicaid","Tennessee","TN-Tennessee",1227,510050,0.002399873,2.268490015,2.538788343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","Low","Low",2006,5.70865625625528,-0.168622689869149,0.268216110743789
"FL",29366,7.2,6.3,8.2,2008,"addm","Autism & Developmental Disabilities Monitoring Network","Florida","FL-Florida",211,29155,0.00718518,6.265659803,8.235883981,11.3,9.7,13.1,2.9,2.1,3.9,4.6,3.2,6.5,3,1.9,4.7,8.2,6.9,9.8,2.2,0.3,16,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2008,4.46784479445489,0.168622689869149,-1.80562852448125
"MT",133631,5.5,5.1,5.9,2016,"sped","Special Education Child Count","Montana","MT-Montana",735,132896,0.005500221,5.114039241,5.915100072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","High","Medium",2016,5.12590721837318,1.51760420882234,-0.705768256019552
"OH",562133,2.5,2.4,2.6,2000,"medi","Medicaid","Ohio","OH-Ohio",1405,560728,0.002499409,2.371370114,2.634292722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","Low","Low",2000,5.74983908128515,-1.18035882908404,0.33704750324857
"NE",276975,10.1,9.8,10.5,2015,"sped","Special Education Child Count","Nebraska","NE-Nebraska",2797,274178,0.010098384,9.730998547,10.47942502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","High",2015,5.44244057104268,1.34898151895319,-0.176726563939307
"VA",1115877,6.6,6.5,6.8,2008,"sped","Special Education Child Count","Virginia","VA-Virginia",7365,1108512,0.00660019,6.451197866,6.752588969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2008,6.04761632617393,0.168622689869149,0.834740956941078
"LA",498414,2,1.9,2.1,2003,"medi","Medicaid","Louisiana","LA-Louisiana",997,497417,0.002000345,1.87910976,2.129318953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2003,5.69759023276298,-0.674490759476595,0.249720783968292
"CT",517272,2.7,2.5,2.8,2001,"sped","Special Education Child Count","Connecticut","CT-Connecticut",1397,515875,0.002700707,2.561981314,2.846868932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2001,5.71371897062906,-1.01173613921489,0.276677737160837
"AL",678578,2.6,2.5,2.7,2005,"sped","Special Education Child Count","Alabama","AL-Alabama",1764,676814,0.002599554,2.480464977,2.724308388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2005,5.83159977538944,-0.337245379738298,0.473699188101984
"PA",1690385,4.7,4.6,4.8,2005,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",7945,1682440,0.004700113,4.597833111,4.804649907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","Low","Low",2005,6.22798563025454,-0.337245379738298,1.13620328634615
"PA",1693953,3.3,3.2,3.4,2003,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",5590,1688363,0.003299973,3.214436895,3.387770568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","Low","Low",2003,6.22890135633482,-0.674490759476595,1.13773379575663
"LA",396329,1.6,1.5,1.7,2001,"medi","Medicaid","Louisiana","LA-Louisiana",634,395695,0.001599681,1.478786347,1.730335186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2001,5.59805585148933,-1.01173613921489,0.083362840816086
"HI",99733,1.9,1.7,2.2,2010,"medi","Medicaid","Hawaii","HI-Hawaii",189,99544,0.00189506,1.638995763,2.190204696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2010,4.99883888295135,0.505868069607446,-0.918145392945079
"MN",768673,7.7,7.5,7.9,2004,"sped","Special Education Child Count","Minnesota","MN-Minnesota",5919,762754,0.007700283,7.506674086,7.898829774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2004,5.88574162653961,-0.505868069607446,0.564189799291227
"AR",425018,3.1,3,3.3,2005,"sped","Special Education Child Count","Arkansas","AR-Arkansas",1318,423700,0.003101045,2.93717506,3.273960603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2005,5.62840732330945,-0.337245379738298,0.134091125445256
"GA",1301729,1.4,1.4,1.5,2000,"sped","Special Education Child Count","Georgia","GA-Georgia",1822,1299907,0.001399677,1.336532186,1.465781966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2000,6.11452058019625,-1.18035882908404,0.946562158267354
"WA",473998,2.4,2.3,2.6,2008,"medi","Medicaid","Washington","WA-Washington",1138,472860,0.002400854,2.264482263,2.545352198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2008,5.67577650920405,0.168622689869149,0.213262163968663
"NC",802643,8.3,8.1,8.5,2012,"medi","Medicaid","North Carolina","NC-North Carolina",6662,795981,0.008300079,8.10332223,8.501556312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2012,5.9045224224829,0.843113449345744,0.595579300525955
"TN",891908,6.3,6.1,6.4,2011,"sped","Special Education Child Count","Tennessee","TN-Tennessee",5619,886289,0.006299977,6.137332189,6.46688931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","High","Medium",2011,5.95032005936161,0.674490759476595,0.672123712365204
"DC",60718,10.2,9.4,11,2014,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",619,60099,0.01019467,9.418159142,11.03379328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","High",2014,4.783317457827,1.18035882908404,-1.27835962776658
"ID",259742,7.6,7.2,7.9,2012,"sped","Special Education Child Count","Idaho","ID-Idaho",1974,257768,0.007599849,7.271189554,7.943157039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","High","Medium",2012,5.41454218025478,0.843113449345744,-0.223354863119381
"MN",785350,18.8,18.5,19.1,2015,"sped","Special Education Child Count","Minnesota","MN-Minnesota",14765,770585,0.018800535,18.501862,19.10392502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","High",2015,5.89506324807353,1.34898151895319,0.579769599611317
"GA",46621,10.2,9.3,11.1,2006,"addm","Autism & Developmental Disabilities Monitoring Network","Georgia","GA-Georgia",476,46145,0.010209991,9.326722977,11.17491543,16.6,15.1,18.3,3.4,2.7,4.2,12,10.5,13.8,9.5,8.2,10.9,4.8,3.4,6.9,7.8,5.1,11.9,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2006,4.6685815847106,-0.168622689869149,-1.47012476071035
"MI",856223,8.3,8.1,8.5,2010,"medi","Medicaid","Michigan","MI-Michigan",7107,849116,0.008300408,8.109850335,8.49539053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2010,5.93258688974324,0.505868069607446,0.642485173545415
"RI",74838,14.4,13.5,15.3,2007,"medi","Medicaid","Rhode Island","RI-Rhode Island",1078,73760,0.014404447,13.56888432,15.29024851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","High",2007,4.87412217272736,0,-1.12659211380761
"AL",682993,4.1,3.9,4.3,2008,"sped","Special Education Child Count","Alabama","AL-Alabama",2800,680193,0.004099603,3.950111051,4.25469975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2008,5.83441625261718,0.168622689869149,0.478406539999359
"RI",1511,10.9,6.4,18.5,2008,"nsch","National Survey of Children's Health","Rhode Island","RI-Rhode Island",16,1495,0.010589014,6.27615848,17.53859481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","NSCH","NSCH National Survey of Children's Health","High","High",2008,3.17926446433903,0.168622689869149,-3.95931221208181
"VT",76808,10.9,10.2,11.7,2013,"sped","Special Education Child Count","Vermont","VT-Vermont",837,75971,0.010897302,10.18086334,11.66309619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","High",2013,4.88540645668401,1.01173613921489,-1.10773199487229
"WA",519657,3.1,2.9,3.2,2009,"medi","Medicaid","Washington","WA-Washington",1611,518046,0.003100122,2.951663308,3.255973474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2009,5.71571678179239,0.337245379738298,0.280016802031538
"ND",92781,2.4,2.1,2.7,2004,"sped","Special Education Child Count","North Dakota","ND-North Dakota",223,92558,0.002403509,2.103328817,2.745595843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2004,4.96745904906377,-0.505868069607446,-0.970592442448946
"OH",825396,3.7,3.5,3.8,2005,"medi","Medicaid","Ohio","OH-Ohio",3054,822342,0.003700042,3.570753713,3.833971589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","Low","Low",2005,5.91666235988652,-0.337245379738298,0.61586952577898
"VA",1127720,8.9,8.7,9.1,2010,"sped","Special Education Child Count","Virginia","VA-Virginia",10037,1117683,0.008900259,8.728141478,9.075730686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2010,6.05220128267043,0.505868069607446,0.842404077185967
"NY",2503880,4.1,4,4.2,2004,"sped","Special Education Child Count","New York","NY-New York",10266,2493614,0.004100037,4.021447617,4.180151327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","Low","Low",2004,6.39861351120507,-0.505868069607446,1.42138417516195
"ND",101354,1.1,0.9,1.3,2000,"sped","Special Education Child Count","North Dakota","ND-North Dakota",111,101243,0.001095171,0.905106452,1.323965509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2000,5.00584089307489,-1.18035882908404,-0.906442502072821
"IN",951113,12.8,12.6,13,2013,"sped","Special Education Child Count","Indiana","IN-Indiana",12174,938939,0.012799741,12.57526956,13.02815697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","High",2013,5.9782321177377,1.01173613921489,0.718774855027388
"MD",21532,5.5,4.6,6.6,2000,"addm","Autism & Developmental Disabilities Monitoring Network","Maryland","MD-Maryland",118,21414,0.005480215,4.557351104,6.583637605,8.6,7.1,10.6,2.2,1.5,2.7,4.9,3.8,6.4,6.1,4.7,8,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2000,4.33308437114365,-1.18035882908404,-2.03086192176077
"TN",834500,1.9,1.8,1.9,2003,"sped","Special Education Child Count","Tennessee","TN-Tennessee",1586,832914,0.001900539,1.808773867,1.996919805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2003,5.92142634101527,-0.674490759476595,0.623831860920396
"DC",65732,11.9,11.1,12.7,2016,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",782,64950,0.011896793,11.08865604,12.76250062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","High",2016,4.81777684657749,1.51760420882234,-1.22076552850702
"MO",26533,12.1,10.9,13.5,2006,"addm","Autism & Developmental Disabilities Monitoring Network","Missouri","MO-Missouri",321,26212,0.012098142,10.83369932,13.5058619,19.3,17,21.7,4.7,3.7,6.1,13.7,12.1,15.5,5.1,3.6,7.1,2.6,0.6,10.3,7.8,3.5,17.3,"D4 West North Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2006,4.42378635702291,-0.168622689869149,-1.8792661051433
"OR",512972,6.2,5.9,6.4,2002,"sped","Special Education Child Count","Oregon","OR-Oregon",3180,509792,0.006199169,5.987085894,6.418680924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2002,5.71009366028265,-0.843113449345744,0.270618532644764
"NJ",407386,4.8,4.6,5,2007,"medi","Medicaid","New Jersey","NJ-New Jersey",1955,405431,0.004798889,4.590094883,5.017075103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","MEDI","MEDI Medicaid","Low","Low",2007,5.61000610019871,0,0.103336027668816
"MT",33967,5.2,4.4,6,2000,"medi","Medicaid","Montana","MT-Montana",177,33790,0.00521094,4.485575431,6.050352676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Medium",2000,4.53105719123329,-1.18035882908404,-1.69997775160042
"ND",24661,9.7,8.5,11,2005,"medi","Medicaid","North Dakota","ND-North Dakota",239,24422,0.009691416,8.523779854,11.01430628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","High","Medium",2005,4.3920106831955,-0.337245379738298,-1.93237474632397
"MD",29722,6.7,5.8,7.7,2002,"addm","Autism & Developmental Disabilities Monitoring Network","Maryland","MD-Maryland",199,29523,0.006695377,5.814207623,7.706353685,10.2,8.7,11.9,3,2.3,4.1,7,5.8,7.3,6.2,4.9,5.8,1.4,0.2,9.7,3.2,1,9.9,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2002,4.47307802984424,-0.843113449345744,-1.79688189578609
"TN",24940,15.5,14.1,17.1,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Tennessee","TN-Tennessee",387,24553,0.015517241,14.03713757,17.1485179,25.3,22.6,28.2,5.4,4.2,6.9,16.1,14.3,18.2,12.5,9.7,16,10.5,7.6,14.7,12.5,6.7,23.3,"D6 East South Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2014,4.39689644914252,1.18035882908404,-1.92420886471332
"DE",1572,23.8,15.6,36,2012,"nsch","National Survey of Children's Health","Delaware","DE-Delaware",37,1535,0.023536896,16.85529108,32.63877485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.19645254170339,0.843113449345744,-3.93058471952609
"MO",816438,9.5,9.3,9.7,2012,"sped","Special Education Child Count","Missouri","MO-Missouri",7756,808682,0.009499803,9.291080536,9.713154228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2012,5.91192321016242,0.843113449345744,0.607948692893862
"ND",21041,2.9,2.3,3.8,2000,"medi","Medicaid","North Dakota","ND-North Dakota",61,20980,0.002899102,2.23698653,3.748585415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2000,4.3230663763639,-1.18035882908404,-2.04760561358607
"PA",1691071,2.7,2.6,2.8,2002,"sped","Special Education Child Count","Pennsylvania","PA-Pennsylvania",4566,1686505,0.002700064,2.622683377,2.779712589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","Low","Low",2002,6.22816184193299,-0.843113449345744,1.1364977997797
"OH",1594180,8.7,8.6,8.8,2010,"sped","Special Education Child Count","Ohio","OH-Ohio",13869,1580311,0.00869977,8.556481476,8.845432249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2010,6.20253735632816,0.505868069607446,1.09367001841405
"GA",1346495,2.2,2.1,2.3,2002,"sped","Special Education Child Count","Georgia","GA-Georgia",2962,1343533,0.002199785,2.121695248,2.280729188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2002,6.12920474506543,-0.843113449345744,0.971104707618505
"AR",417497,2.8,2.6,2.9,2004,"sped","Special Education Child Count","Arkansas","AR-Arkansas",1169,416328,0.00280002,2.643081843,2.966176286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2004,5.6206533591295,-0.505868069607446,0.121131447435027
"AZ",13620,9.8,8.2,11.6,2004,"addm","Autism & Developmental Disabilities Monitoring Network","Arizona","AZ-Arizona",133,13487,0.009765051,8.212650326,11.60003478,15.8,13.1,19.1,3.6,2.4,5.3,12.6,10.2,15.7,5.6,2.1,15,7,5.1,9.6,11.9,4.9,28.5,"D8 Mountain","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2004,4.13417710757677,-0.505868069607446,-2.36330788487022
